created_at,city,station,fuel,price,region,location
2026-08-28T15:00:00+00:00,Русе,Petrol,Дизел,1.84,Русе,бул. Христо Ботев (изход за Варна)
2026-08-28T15:00:00+00:00,Русе,Petrol,Пропан Бутан,0.65,Русе,бул. Христо Ботев (изход за Варна)
2026-08-28T15:00:00+00:00,Русе,Petrol,Дизел премиум,1.99,Русе,бул. Христо Ботев (изход за Варна)
2026-08-28T15:00:00+00:00,Две могили,Petrol,Бензин A95,1.59,Русе,ул. Черно море №5
2026-08-28T15:00:00+00:00,Две могили,Petrol,Дизел,1.85,Русе,ул. Черно море №5
2026-08-28T15:00:00+00:00,Две могили,Petrol,Дизел премиум,1.99,Русе,ул. Черно море №5
2026-08-28T15:00:00+00:00,Бяла,Petrol,Бензин A95,1.59,Русе,бул. Кольо Фичето (на гл. път Русе - София)
2026-08-28T15:00:00+00:00,Бяла,Petrol,Дизел,1.84,Русе,бул. Кольо Фичето (на гл. път Русе - София)
2026-08-28T15:00:00+00:00,Бяла,Petrol,Пропан Бутан,0.65,Русе,бул. Кольо Фичето (на гл. път Русе - София)
2026-08-28T15:00:00+00:00,Бяла,Petrol,Дизел премиум,1.99,Русе,бул. Кольо Фичето (на гл. път Русе - София)
2026-08-28T15:00:00+00:00,Русе,Petrol,Бензин A95,1.52,Русе,ул. Околчица №19 (до стадион Дунав)
2026-08-28T15:00:00+00:00,Русе,Petrol,Дизел,1.77,Русе,ул. Околчица №19 (до стадион Дунав)
2026-08-28T15:00:00+00:00,Кубрат,Petrol,Бензин A95,1.59,Разград,на път Русе - Кубрат
2026-08-28T15:00:00+00:00,Кубрат,Petrol,Дизел,1.85,Разград,на път Русе - Кубрат
2026-08-28T15:00:00+00:00,Кубрат,Petrol,Пропан Бутан,0.65,Разград,на път Русе - Кубрат
2026-08-28T15:00:00+00:00,Завет,Petrol,Бензин A95,1.58,Разград,изход път Кубрат
2026-08-28T15:00:00+00:00,Завет,Petrol,Дизел,1.84,Разград,изход път Кубрат
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.52,Пловдив,бул. Санкт Петербург №135
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.77,Пловдив,бул. Санкт Петербург №135
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A100,1.72,Пловдив,бул. Санкт Петербург №135
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел премиум,1.89,Пловдив,бул. Санкт Петербург №135
2026-08-28T15:00:00+00:00,Перущица,Petrol,Бензин A95,1.59,,ул. Иван Вазов №1А
2026-08-28T15:00:00+00:00,Перущица,Petrol,Дизел,1.84,,ул. Иван Вазов №1А
2026-08-28T15:00:00+00:00,Перущица,Petrol,Дизел премиум,1.99,,ул. Иван Вазов №1А
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Бензин A95,1.52,Пловдив,ул. Цар Иван Асен II (железен мост)
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Дизел,1.77,Пловдив,ул. Цар Иван Асен II (железен мост)
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Дизел премиум,1.89,Пловдив,ул. Цар Иван Асен II (железен мост)
2026-08-28T15:00:00+00:00,Хисаря,Petrol,Бензин A95,1.59,Пловдив,бул. Христо Ботев №20А
2026-08-28T15:00:00+00:00,Хисаря,Petrol,Дизел,1.85,Пловдив,бул. Христо Ботев №20А
2026-08-28T15:00:00+00:00,Хисаря,Petrol,Пропан Бутан,0.66,Пловдив,бул. Христо Ботев №20А
2026-08-28T15:00:00+00:00,Хисаря,Petrol,Дизел премиум,1.99,Пловдив,бул. Христо Ботев №20А
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Бензин A95,1.59,Пловдив,Бачковско шосе
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Дизел,1.84,Пловдив,Бачковско шосе
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Пропан Бутан,0.64,Пловдив,Бачковско шосе
2026-08-28T15:00:00+00:00,Асеновград,Petrol,Дизел премиум,1.99,Пловдив,Бачковско шосе
2026-08-28T15:00:00+00:00,Белозем,Petrol,Бензин A95,1.57,,на изхода към АМ Тракия
2026-08-28T15:00:00+00:00,Белозем,Petrol,Дизел,1.83,,на изхода към АМ Тракия
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.59,Пловдив,"ж.р. Тракия, ул. Цар Симеон"
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.84,Пловдив,"ж.р. Тракия, ул. Цар Симеон"
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Пропан Бутан,0.65,Пловдив,"ж.р. Тракия, ул. Цар Симеон"
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел премиум,1.99,Пловдив,"ж.р. Тракия, ул. Цар Симеон"
2026-08-28T15:00:00+00:00,Кричим,Petrol,Бензин A95,1.59,,бул. Тракия №22
2026-08-28T15:00:00+00:00,Кричим,Petrol,Дизел,1.84,,бул. Тракия №22
2026-08-28T15:00:00+00:00,Кричим,Petrol,Пропан Бутан,0.65,,бул. Тракия №22
2026-08-28T15:00:00+00:00,Кричим,Petrol,Дизел премиум,1.99,,бул. Тракия №22
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.52,Пловдив,ул. Родопи №102
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.77,Пловдив,ул. Родопи №102
2026-08-28T15:00:00+00:00,Стамболийски,Petrol,Бензин A95,1.59,Пловдив,на гл. път Пловдив-Пазарджик (м. Орта Хан)
2026-08-28T15:00:00+00:00,Стамболийски,Petrol,Дизел,1.84,Пловдив,на гл. път Пловдив-Пазарджик (м. Орта Хан)
2026-08-28T15:00:00+00:00,Стамболийски,Petrol,Пропан Бутан,0.65,Пловдив,на гл. път Пловдив-Пазарджик (м. Орта Хан)
2026-08-28T15:00:00+00:00,Стамболийски,Petrol,Дизел премиум,1.99,Пловдив,на гл. път Пловдив-Пазарджик (м. Орта Хан)
2026-08-28T15:00:00+00:00,Съединение,Petrol,Бензин A95,1.59,,бул. Пловдив
2026-08-28T15:00:00+00:00,Съединение,Petrol,Дизел,1.85,,бул. Пловдив
2026-08-28T15:00:00+00:00,Съединение,Petrol,Пропан Бутан,0.65,,бул. Пловдив
2026-08-28T15:00:00+00:00,Съединение,Petrol,Дизел премиум,1.99,,бул. Пловдив
2026-08-28T15:00:00+00:00,Раковски,Petrol,Бензин A95,1.58,Пловдив,кв. Парчевич
2026-08-28T15:00:00+00:00,Раковски,Petrol,Дизел,1.84,Пловдив,кв. Парчевич
2026-08-28T15:00:00+00:00,Раковски,Petrol,Пропан Бутан,0.65,Пловдив,кв. Парчевич
2026-08-28T15:00:00+00:00,Раковски,Petrol,Дизел премиум,1.99,Пловдив,кв. Парчевич
2026-08-28T15:00:00+00:00,Карлово,Petrol,Бензин A95,1.58,Пловдив,на гл. път I-6
2026-08-28T15:00:00+00:00,Карлово,Petrol,Дизел,1.84,Пловдив,на гл. път I-6
2026-08-28T15:00:00+00:00,Карлово,Petrol,Пропан Бутан,0.65,Пловдив,на гл. път I-6
2026-08-28T15:00:00+00:00,Карлово,Petrol,Дизел премиум,1.99,Пловдив,на гл. път I-6
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.59,Пловдив,бул. България
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.84,Пловдив,бул. България
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Пропан Бутан,0.65,Пловдив,бул. България
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел премиум,1.99,Пловдив,бул. България
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.59,Пловдив,бул. Васил Априлов №76
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.84,Пловдив,бул. Васил Априлов №76
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Пропан Бутан,0.65,Пловдив,бул. Васил Априлов №76
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A100,1.79,Пловдив,бул. Васил Априлов №76
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел премиум,1.99,Пловдив,бул. Васил Априлов №76
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Бензин A95,1.59,Пловдив,бул. Начо Цанов (Асеновградско шосе)
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел,1.84,Пловдив,бул. Начо Цанов (Асеновградско шосе)
2026-08-28T15:00:00+00:00,Пловдив,Petrol,Дизел премиум,1.99,Пловдив,бул. Начо Цанов (Асеновградско шосе)
2026-08-28T15:00:00+00:00,Малиново,Petrol,Бензин A95,1.59,,на път 4 (София-Варна)
2026-08-28T15:00:00+00:00,Малиново,Petrol,Дизел,1.85,,на път 4 (София-Варна)
2026-08-28T15:00:00+00:00,Малиново,Petrol,Пропан Бутан,0.65,,на път 4 (София-Варна)
2026-08-28T15:00:00+00:00,Малиново,Petrol,Дизел премиум,1.99,,на път 4 (София-Варна)
2026-08-28T15:00:00+00:00,Белене,Petrol,Бензин A95,1.59,Плевен,на изхода за Плевен
2026-08-28T15:00:00+00:00,Белене,Petrol,Дизел,1.84,Плевен,на изхода за Плевен
2026-08-28T15:00:00+00:00,Белене,Petrol,Пропан Бутан,0.65,Плевен,на изхода за Плевен
2026-08-28T15:00:00+00:00,Белене,Petrol,Дизел премиум,1.99,Плевен,на изхода за Плевен
2026-08-28T15:00:00+00:00,Елена,Petrol,Бензин A95,1.59,Велико Търново,в индустриалната част
2026-08-28T15:00:00+00:00,Елена,Petrol,Дизел,1.85,Велико Търново,в индустриалната част
2026-08-28T15:00:00+00:00,Елена,Petrol,Пропан Бутан,0.65,Велико Търново,в индустриалната част
2026-08-28T15:00:00+00:00,Горна Оряховица,Petrol,Бензин A95,1.57,Велико Търново,до казармата
2026-08-28T15:00:00+00:00,Горна Оряховица,Petrol,Дизел,1.84,Велико Търново,до казармата
2026-08-28T15:00:00+00:00,Горна Оряховица,Petrol,Пропан Бутан,0.64,Велико Търново,до казармата
2026-08-28T15:00:00+00:00,Горна Оряховица,Petrol,Дизел премиум,1.99,Велико Търново,до казармата
2026-08-28T15:00:00+00:00,Свищов,Petrol,Бензин A95,1.57,Велико Търново,ул. 33-ти Свищовски полк №83
2026-08-28T15:00:00+00:00,Свищов,Petrol,Дизел,1.84,Велико Търново,ул. 33-ти Свищовски полк №83
2026-08-28T15:00:00+00:00,Свищов,Petrol,Пропан Бутан,0.64,Велико Търново,ул. 33-ти Свищовски полк №83
2026-08-28T15:00:00+00:00,Свищов,Petrol,Дизел премиум,1.99,Велико Търново,ул. 33-ти Свищовски полк №83
2026-08-28T15:00:00+00:00,Полски Тръмбеш,Petrol,Бензин A95,1.59,Велико Търново,изхода за Велико Търново
2026-08-28T15:00:00+00:00,Полски Тръмбеш,Petrol,Дизел,1.84,Велико Търново,изхода за Велико Търново
2026-08-28T15:00:00+00:00,АМ Хемус,Petrol,Бензин A95,1.63,,до Ябланица
2026-08-28T15:00:00+00:00,АМ Хемус,Petrol,Дизел,1.86,,до Ябланица
2026-08-28T15:00:00+00:00,АМ Хемус,Petrol,Пропан Бутан,0.66,,до Ябланица
2026-08-28T15:00:00+00:00,АМ Хемус,Petrol,Бензин A100,1.83,,до Ябланица
2026-08-28T15:00:00+00:00,АМ Хемус,Petrol,Дизел премиум,1.99,,до Ябланица
2026-08-28T15:00:00+00:00,Микре,Petrol,Бензин A95,1.59,,на пътя София-Варна
2026-08-28T15:00:00+00:00,Микре,Petrol,Дизел,1.85,,на пътя София-Варна
2026-08-28T15:00:00+00:00,Микре,Petrol,Дизел премиум,1.99,,на пътя София-Варна
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Бензин A95,1.59,Велико Търново,ул. Магистрална (на входа от Варна)
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Дизел,1.85,Велико Търново,ул. Магистрална (на входа от Варна)
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Пропан Бутан,0.65,Велико Търново,ул. Магистрална (на входа от Варна)
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Дизел премиум,1.99,Велико Търново,ул. Магистрална (на входа от Варна)
2026-08-28T15:00:00+00:00,Червен бряг,Petrol,Бензин A95,1.61,Плевен,до база Петрол
2026-08-28T15:00:00+00:00,Червен бряг,Petrol,Дизел,1.85,Плевен,до база Петрол
2026-08-28T15:00:00+00:00,Червен бряг,Petrol,Пропан Бутан,0.65,Плевен,до база Петрол
2026-08-28T15:00:00+00:00,Червен бряг,Petrol,Дизел премиум,1.99,Плевен,до база Петрол
2026-08-28T15:00:00+00:00,Златна Панега,Petrol,Бензин A95,1.57,,на пътя за София
2026-08-28T15:00:00+00:00,Златна Панега,Petrol,Дизел,1.84,,на пътя за София
2026-08-28T15:00:00+00:00,Златна Панега,Petrol,Пропан Бутан,0.64,,на пътя за София
2026-08-28T15:00:00+00:00,Златна Панега,Petrol,Дизел премиум,1.99,,на пътя за София
2026-08-28T15:00:00+00:00,Луковит,Petrol,Бензин A95,1.59,Ловеч,на входа от София
2026-08-28T15:00:00+00:00,Луковит,Petrol,Дизел,1.84,Ловеч,на входа от София
2026-08-28T15:00:00+00:00,Луковит,Petrol,Пропан Бутан,0.65,Ловеч,на входа от София
2026-08-28T15:00:00+00:00,Луковит,Petrol,Дизел премиум,1.99,Ловеч,на входа от София
2026-08-28T15:00:00+00:00,Троян,Petrol,Бензин A95,1.58,Ловеч,изход за Беклемето
2026-08-28T15:00:00+00:00,Троян,Petrol,Дизел,1.84,Ловеч,изход за Беклемето
2026-08-28T15:00:00+00:00,Троян,Petrol,Пропан Бутан,0.65,Ловеч,изход за Беклемето
2026-08-28T15:00:00+00:00,Троян,Petrol,Дизел премиум,1.99,Ловеч,изход за Беклемето
2026-08-28T15:00:00+00:00,Ловеч,Petrol,Бензин A95,1.59,Ловеч,ул. Доктор Съйко Съев (на изхода за София)
2026-08-28T15:00:00+00:00,Ловеч,Petrol,Дизел,1.84,Ловеч,ул. Доктор Съйко Съев (на изхода за София)
2026-08-28T15:00:00+00:00,Ловеч,Petrol,Пропан Бутан,0.64,Ловеч,ул. Доктор Съйко Съев (на изхода за София)
2026-08-28T15:00:00+00:00,Ловеч,Petrol,Дизел премиум,1.99,Ловеч,ул. Доктор Съйко Съев (на изхода за София)
2026-08-28T15:00:00+00:00,Севлиево,Petrol,Бензин A95,1.58,Габрово,на входа от Плевен
2026-08-28T15:00:00+00:00,Севлиево,Petrol,Дизел,1.83,Габрово,на входа от Плевен
2026-08-28T15:00:00+00:00,Севлиево,Petrol,Пропан Бутан,0.64,Габрово,на входа от Плевен
2026-08-28T15:00:00+00:00,Севлиево,Petrol,Дизел премиум,1.99,Габрово,на входа от Плевен
2026-08-28T15:00:00+00:00,Трявна,Petrol,Бензин A95,1.59,Габрово,изход за Дряново
2026-08-28T15:00:00+00:00,Трявна,Petrol,Дизел,1.84,Габрово,изход за Дряново
2026-08-28T15:00:00+00:00,Трявна,Petrol,Пропан Бутан,0.64,Габрово,изход за Дряново
2026-08-28T15:00:00+00:00,Трявна,Petrol,Дизел премиум,1.99,Габрово,изход за Дряново
2026-08-28T15:00:00+00:00,Габрово,Petrol,Бензин A95,1.57,Габрово,изход за Севлиево
2026-08-28T15:00:00+00:00,Габрово,Petrol,Дизел,1.83,Габрово,изход за Севлиево
2026-08-28T15:00:00+00:00,Габрово,Petrol,Пропан Бутан,0.64,Габрово,изход за Севлиево
2026-08-28T15:00:00+00:00,Габрово,Petrol,Бензин A100,1.79,Габрово,изход за Севлиево
2026-08-28T15:00:00+00:00,Габрово,Petrol,Дизел премиум,1.99,Габрово,изход за Севлиево
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Бензин A95,1.58,Велико Търново,бул. България
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Дизел,1.84,Велико Търново,бул. България
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Пропан Бутан,0.64,Велико Търново,бул. България
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Бензин A100,1.79,Велико Търново,бул. България
2026-08-28T15:00:00+00:00,Велико Търново,Petrol,Дизел премиум,1.99,Велико Търново,бул. България
2026-08-28T15:00:00+00:00,Ресен,Petrol,Бензин A95,1.59,,изход Павликени
2026-08-28T15:00:00+00:00,Ресен,Petrol,Дизел,1.85,,изход Павликени
2026-08-28T15:00:00+00:00,Гулянци,Petrol,Бензин A95,1.59,Плевен,на изхода за Никопол и Плевен
2026-08-28T15:00:00+00:00,Гулянци,Petrol,Дизел,1.85,Плевен,на изхода за Никопол и Плевен
2026-08-28T15:00:00+00:00,Тетевен,Petrol,Бензин A95,1.59,Ловеч,ул. Вършец №67
2026-08-28T15:00:00+00:00,Тетевен,Petrol,Дизел,1.84,Ловеч,ул. Вършец №67
2026-08-28T15:00:00+00:00,Тетевен,Petrol,Бензин A100,1.79,Ловеч,ул. Вършец №67
2026-08-28T15:00:00+00:00,Тетевен,Petrol,Дизел премиум,1.99,Ловеч,ул. Вършец №67
2026-08-28T15:00:00+00:00,Левски,Petrol,Бензин A95,1.59,Плевен,ул. Цар Иван Асен II (изход за Плевен)
2026-08-28T15:00:00+00:00,Левски,Petrol,Дизел,1.84,Плевен,ул. Цар Иван Асен II (изход за Плевен)
2026-08-28T15:00:00+00:00,Левски,Petrol,Пропан Бутан,0.65,Плевен,ул. Цар Иван Асен II (изход за Плевен)
2026-08-28T15:00:00+00:00,Левски,Petrol,Дизел премиум,1.99,Плевен,ул. Цар Иван Асен II (изход за Плевен)
2026-08-28T15:00:00+00:00,Плевен,Petrol,Бензин A95,1.57,Плевен,ул. Гривишко шосе
2026-08-28T15:00:00+00:00,Плевен,Petrol,Дизел,1.84,Плевен,ул. Гривишко шосе
2026-08-28T15:00:00+00:00,Плевен,Petrol,Пропан Бутан,0.64,Плевен,ул. Гривишко шосе
2026-08-28T15:00:00+00:00,Плевен,Petrol,Дизел премиум,1.99,Плевен,ул. Гривишко шосе
2026-08-28T15:00:00+00:00,Радомирци,Petrol,Бензин A95,1.61,,пътя Плевен - София
2026-08-28T15:00:00+00:00,Радомирци,Petrol,Дизел,1.86,,пътя Плевен - София
2026-08-28T15:00:00+00:00,Радомирци,Petrol,Пропан Бутан,0.65,,пътя Плевен - София
2026-08-28T15:00:00+00:00,Българене,Petrol,Бензин A95,1.59,,на пътя за Русе
2026-08-28T15:00:00+00:00,Българене,Petrol,Дизел,1.85,,на пътя за Русе
2026-08-28T15:00:00+00:00,Българене,Petrol,Пропан Бутан,0.65,,на пътя за Русе
2026-08-28T15:00:00+00:00,Българене,Petrol,Дизел премиум,1.99,,на пътя за Русе
2026-08-28T15:00:00+00:00,Черковица,Petrol,Бензин A95,1.59,,на изхода за Плевен
2026-08-28T15:00:00+00:00,Черковица,Petrol,Дизел,1.85,,на изхода за Плевен
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A95,1.59,Варна,"кв. Владислав Варненчик, местност Голям пясък парцел 64"
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел,1.84,Варна,"кв. Владислав Варненчик, местност Голям пясък парцел 64"
2026-08-28T15:00:00+00:00,Варна,Petrol,Пропан Бутан,0.65,Варна,"кв. Владислав Варненчик, местност Голям пясък парцел 64"
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A100,1.79,Варна,"кв. Владислав Варненчик, местност Голям пясък парцел 64"
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел премиум,1.99,Варна,"кв. Владислав Варненчик, местност Голям пясък парцел 64"
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A95,1.59,Варна,бул. Владислав Варненчик (изход за София)
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел,1.84,Варна,бул. Владислав Варненчик (изход за София)
2026-08-28T15:00:00+00:00,Варна,Petrol,Пропан Бутан,0.65,Варна,бул. Владислав Варненчик (изход за София)
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A100,1.79,Варна,бул. Владислав Варненчик (изход за София)
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел премиум,1.99,Варна,бул. Владислав Варненчик (изход за София)
2026-08-28T15:00:00+00:00,Суворово,Petrol,Бензин A95,1.59,Варна,Суворово
2026-08-28T15:00:00+00:00,Суворово,Petrol,Дизел,1.85,Варна,Суворово
2026-08-28T15:00:00+00:00,Суворово,Petrol,Дизел премиум,1.99,Варна,Суворово
2026-08-28T15:00:00+00:00,Белослав,Petrol,Бензин A95,1.58,Варна,кв. Младост (изход към Варна)
2026-08-28T15:00:00+00:00,Белослав,Petrol,Дизел,1.83,Варна,кв. Младост (изход към Варна)
2026-08-28T15:00:00+00:00,Смядово,Petrol,Бензин A95,1.59,Шумен,местност Студен кладенец
2026-08-28T15:00:00+00:00,Смядово,Petrol,Дизел,1.84,Шумен,местност Студен кладенец
2026-08-28T15:00:00+00:00,Смядово,Petrol,Пропан Бутан,0.65,Шумен,местност Студен кладенец
2026-08-28T15:00:00+00:00,Смядово,Petrol,Дизел премиум,1.99,Шумен,местност Студен кладенец
2026-08-28T15:00:00+00:00,Монтана,Petrol,Бензин A95,1.58,Монтана,бул. Христо Ботев №66
2026-08-28T15:00:00+00:00,Монтана,Petrol,Дизел,1.84,Монтана,бул. Христо Ботев №66
2026-08-28T15:00:00+00:00,Монтана,Petrol,Пропан Бутан,0.65,Монтана,бул. Христо Ботев №66
2026-08-28T15:00:00+00:00,Монтана,Petrol,Дизел премиум,1.99,Монтана,бул. Христо Ботев №66
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A95,1.52,Варна,ул. Тодор Радев Пенев (ж.к. Победа)
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел,1.77,Варна,ул. Тодор Радев Пенев (ж.к. Победа)
2026-08-28T15:00:00+00:00,Варна,Petrol,Бензин A95,1.61,Варна,м. Харамията
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел,1.86,Варна,м. Харамията
2026-08-28T15:00:00+00:00,Варна,Petrol,Пропан Бутан,0.66,Варна,м. Харамията
2026-08-28T15:00:00+00:00,Варна,Petrol,Дизел премиум,1.99,Варна,м. Харамията
2026-08-28T15:00:00+00:00,Добрич,Petrol,Бензин A95,1.57,Добрич,ул. Калиакра
2026-08-28T15:00:00+00:00,Добрич,Petrol,Дизел,1.82,Добрич,ул. Калиакра
2026-08-28T15:00:00+00:00,Добрич,Petrol,Пропан Бутан,0.64,Добрич,ул. Калиакра
2026-08-28T15:00:00+00:00,Добрич,Petrol,Дизел премиум,1.99,Добрич,ул. Калиакра
2026-08-28T15:00:00+00:00,Тервел,Petrol,Бензин A95,1.59,Добрич,ул. Хан Аспарух №99
2026-08-28T15:00:00+00:00,Тервел,Petrol,Дизел,1.84,Добрич,ул. Хан Аспарух №99
2026-08-28T15:00:00+00:00,Тервел,Petrol,Пропан Бутан,0.64,Добрич,ул. Хан Аспарух №99
2026-08-28T15:00:00+00:00,Тервел,Petrol,Дизел премиум,1.99,Добрич,ул. Хан Аспарух №99
2026-08-28T15:00:00+00:00,Каварна,Petrol,Бензин A95,1.61,Добрич,ул. България №1
2026-08-28T15:00:00+00:00,Каварна,Petrol,Дизел,1.86,Добрич,ул. България №1
2026-08-28T15:00:00+00:00,Каварна,Petrol,Пропан Бутан,0.65,Добрич,ул. България №1
2026-08-28T15:00:00+00:00,Каварна,Petrol,Дизел премиум,1.99,Добрич,ул. България №1
2026-08-28T15:00:00+00:00,Балчик,Petrol,Бензин A95,1.59,Добрич,ул. Дунав
2026-08-28T15:00:00+00:00,Балчик,Petrol,Дизел,1.84,Добрич,ул. Дунав
2026-08-28T15:00:00+00:00,Балчик,Petrol,Пропан Бутан,0.66,Добрич,ул. Дунав
2026-08-28T15:00:00+00:00,Балчик,Petrol,Дизел премиум,1.99,Добрич,ул. Дунав
2026-08-28T15:00:00+00:00,Шумен,Petrol,Бензин A95,1.58,Шумен,бул. Симеон Велики №82 (изход за Варна)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Дизел,1.84,Шумен,бул. Симеон Велики №82 (изход за Варна)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Бензин A95,1.59,Шумен,5-и км (местност Мералък)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Дизел,1.84,Шумен,5-и км (местност Мералък)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Пропан Бутан,0.65,Шумен,5-и км (местност Мералък)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Дизел премиум,1.99,Шумен,5-и км (местност Мералък)
2026-08-28T15:00:00+00:00,Шумен,Petrol,Бензин A95,1.59,Шумен,ул. Ген. Скобелев
2026-08-28T15:00:00+00:00,Шумен,Petrol,Дизел,1.84,Шумен,ул. Ген. Скобелев
2026-08-28T15:00:00+00:00,Шумен,Petrol,Пропан Бутан,0.64,Шумен,ул. Ген. Скобелев
2026-08-28T15:00:00+00:00,Шумен,Petrol,Дизел премиум,1.99,Шумен,ул. Ген. Скобелев
2026-08-28T15:00:00+00:00,Мездра,Petrol,Бензин A95,1.59,Враца,център
2026-08-28T15:00:00+00:00,Мездра,Petrol,Дизел,1.84,Враца,център
2026-08-28T15:00:00+00:00,Мездра,Petrol,Дизел премиум,1.99,Враца,център
2026-08-28T15:00:00+00:00,Видин,Petrol,Бензин A95,1.52,Видин,ул. Митрополит Кирил №1
2026-08-28T15:00:00+00:00,Видин,Petrol,Дизел,1.77,Видин,ул. Митрополит Кирил №1
2026-08-28T15:00:00+00:00,Видин,Petrol,Дизел премиум,1.89,Видин,ул. Митрополит Кирил №1
2026-08-28T15:00:00+00:00,Бутан,Petrol,Бензин A95,1.59,,вход от Враца
2026-08-28T15:00:00+00:00,Бутан,Petrol,Дизел,1.84,,вход от Враца
2026-08-28T15:00:00+00:00,Гложене,Petrol,Бензин A95,1.59,Ловеч,кв. 83 (изход Оряхово)
2026-08-28T15:00:00+00:00,Гложене,Petrol,Дизел,1.84,Ловеч,кв. 83 (изход Оряхово)
2026-08-28T15:00:00+00:00,Борован,Petrol,Бензин A95,1.59,Враца,изход за Оряхово
2026-08-28T15:00:00+00:00,Борован,Petrol,Дизел,1.84,Враца,изход за Оряхово
2026-08-28T15:00:00+00:00,Борован,Petrol,Пропан Бутан,0.65,Враца,изход за Оряхово
2026-08-28T15:00:00+00:00,Борован,Petrol,Дизел премиум,1.99,Враца,изход за Оряхово
2026-08-28T15:00:00+00:00,Кнежа,Petrol,Бензин A95,1.59,Плевен,ул. Д. Бутански
2026-08-28T15:00:00+00:00,Кнежа,Petrol,Дизел,1.84,Плевен,ул. Д. Бутански
2026-08-28T15:00:00+00:00,Кнежа,Petrol,Пропан Бутан,0.65,Плевен,ул. Д. Бутански
2026-08-28T15:00:00+00:00,Кнежа,Petrol,Дизел премиум,1.99,Плевен,ул. Д. Бутански
2026-08-28T15:00:00+00:00,Роман,Petrol,Бензин A95,1.59,Враца,изход за Златна Панега
2026-08-28T15:00:00+00:00,Роман,Petrol,Дизел,1.84,Враца,изход за Златна Панега
2026-08-28T15:00:00+00:00,Нови Пазар,Petrol,Бензин A95,1.59,,на гл. път Варна-София
2026-08-28T15:00:00+00:00,Нови Пазар,Petrol,Дизел,1.84,,на гл. път Варна-София
2026-08-28T15:00:00+00:00,Нови Пазар,Petrol,Пропан Бутан,0.65,,на гл. път Варна-София
2026-08-28T15:00:00+00:00,Нови Пазар,Petrol,Дизел премиум,1.99,,на гл. път Варна-София
2026-08-28T15:00:00+00:00,Хитрино,Petrol,Бензин A95,1.59,Шумен,Гара Хитрино
2026-08-28T15:00:00+00:00,Хитрино,Petrol,Дизел,1.85,Шумен,Гара Хитрино
2026-08-28T15:00:00+00:00,Враца,Petrol,Бензин A95,1.59,Враца,ул. Илинден
